船 长 	captain
只 要 我 们 炸 掉 反 应 堆 模 块	" one blast to the reactor module
整 个 系 统 就 会 崩 溃	" and the whole system goes down . "
这 是 你 说 的 整 个 系 统 就 会 崩 溃	that 's how you said it , " the whole system goes down . "
快 去 检 查 通 讯 器	get to work fixing our comms .
我 现 在 只 想 知 道 我 们 当 前 到 底 是 什 么 处 境	all i want to do right now is get a handle on what we 're up against .
所 以 我 们 得 小 心 翼 翼 地 爬 上 山	so we 're gonna go very small and very careful up the rise ...
去 观 察 敌 情	and see what 's what .
我 们 走	let 's get outta here .
他 长 得 像 杀 人 犯 吗	does he look like a killer ?
不 像 我 看 他 没 杀 过 人	no . he has the face of a friend .
你 们 在 说 谁 呢	who are you talking about ?
安 多 上 尉	captain andor .
什 么 意 思	why 'd you ask that ?
你 为 什 么 问 他 像 不 像 杀 人 犯	what do you mean , " does he look like a killer ? "
想 要 行 凶 的 人	the force moves darkly
周 围 的 原 力 会 变 得 阴 暗	near a creature that 's about to kill .
他 的 武 器 现 在 处 于 狙 击 模 式	his weapon was in the sniper configuration .
这 儿 不 行 我 们 要 继 续 往 上	no , no , no . we 've got to go up .
这 里 根 本 看 不 清 楚	you ca n't see much from down there .
走 这 边	this way .
我 在 你 后 面	i 'll be right behind you .
快 走	come on .
你 上 哪 儿 去	where are you going ?
我 去 跟 着 琴	i 'm gonna follow jyn .
她 的 踪 迹 很 清 晰	her path is clear .
你 自 己	alone ?
祝 你 好 运	good luck !
我 不 需 要 好 运 有 你 呢	i do n't need luck . i have you !
他 们 在 干 嘛	what are they doing ?
如 果 卡 西 亚 回 来 可 不 会 等 他 们 的	if cassian comes back , we 're leaving without them .
能 看 见 厄 索 吗	you see erso out there ?
我 们 走 得 太 远 了	we 've come too far .
耐 心 点 儿 朋 友	patience , my friend .
是 他	that 's him .
盖 伦 · 厄 索 深 色 衣 服	that 's him . galen , in the dark suit .
你 下 山 去 赶 快 找 一 艘 飞 船	get back down there and find us a ride outta here .
你 要 干 什 么	well , what are you doing ?
别 管 我	you heard me .
你 说 我 们 只 是 来 看 一 眼 的	you said we came up here just to have a look .
我 来 了 我 在 看 快 去	i 'm here , i 'm looking . go .
快 去	hurry !
我 有 好 消 息 盖 伦	excellent news , galen .
战 斗 太 空 站 已 经 竣 工 了	the battle station is complete .
你 一 定 非 常 自 豪	you must be very proud .
那 是 应 该 的 科 伦 尼 克	proud as i can be , krennic .
召 集 工 程 师 我 有 事 宣 布	gather your engineers . i have an announcement .
到 齐 了 吗	is that all of them ?
齐 了	yes .
先 生 们 你 们 中 间	gentlemen , one of you ...
有 人 背 叛 了 帝 国	betrayed the empire .
有 人 居 然 串 通 了 一 名 飞 行 员	one of you has conspired with a pilot ...
向 叛 军 泄 露 情 报	to send messages to the rebellion .
我 奉 劝 这 个 叛 徒	and i urge that traitor ...
立 刻 自 首	step forward .
看 来	very well ...
你 们 是 集 体 叛 国 了	i 'll consider it a group effort then .
预 备	ready !
- 不 不 - 瞄 准	- no ! no ! - aim !
开 火	and fire !
不 不 不	stop ! stop ! stop !
科 伦 尼 克 住 手	krennic , stop !
是 我 干 的	it was me !
是 我 干 的	it was me !
跟 他 们 没 有 关 系	they have nothing to do with it .
放 了 他 们	spare them .
开 火	fire !
我 是 怎 么 知 道 武 器 完 工 的	how do i know the weapon is complete ?
你 想 让 我 来 跟 你 分 享 一 些 细 节 吗	let me share with you some details .
卡 西 安	cassian .
卡 西 安 你 能 听 到 吗	cassian , can you hear me ?
我 在 看 来 你 修 好 了	i 'm here . you 've got it working ?
修 是 修 好 了 但 我 们 有 麻 烦 了	affirmative , yes . although we have a problem .
同 盟 战 斗 机 中 队 正 在 逼 近 赶 快 撤 离	there 's an alliance squadron approaching . clear the area .
不 不 不 不 让 他 们 停 止 攻 击	no , no , no , no ! tell them to hold off !
琴 在 那 个 平 台 上 呢	jyn 's on that platform .
杰 达	jedha ...
索 · 格 瑞 拉 和 他 的 极 端 组 织	saw gerrera . his band of fanatics ...
他 们 的 圣 城	their holy city ...
那 些 绝 地 最 后 的 遗 迹 都 没 了	the last reminder of the jedi , gone .
你 不 会 得 逞 的	you 'll never win .
这 话 我 听 着 很 耳 熟	now where have i heard that before ?
我 代 安 多 上 尉 转 达	relay from captain andor .
将 军	general .
安 多 上 尉 要 求 暂 缓 战 斗 机 支 援	captain andor requesting a delay on squadron support .
现 场 有 同 盟 军 成 员 请 回 复	alliance forces on site . please confirm .
呼 叫 中 队 长 停 止 攻 击	get the squadron leader on . get him on now !
已 经 开 始 了 长 官	they 're already engaged , sir .
琴 不	jyn . no .
开 火 还 击 进 入 战 斗 位 置	return fire ! to your stations !
让 战 机 立 即 起 飞	get our fighters in the air now !
爸 爸	father !
收 到 从 3 区 飞 往 7 区	roger that . 3 through 7 .
撤 退 撤 退	fall back ! fall back !
总 监 我 们 必 须 撤 离	director , we need to evacuate .
爸 爸 我 是 琴	papa . papa , it 's me .
是 我	it 's jyn .
琴	jyn ?
我 的 星 尘	stardust .
爸 爸	papa .
我 看 到 了 你 的 信 息	i 've seen your message .
我 看 到 了 全 息 录 像	the hologram , i 've seen it .
你 必 须 摧 毁 它	it must be destroyed .
我 知 道 我 会 的	i know . i know .
我 们 会 的	we will .
琴	jyn .
看 看 你	look at you .
我 有 好 多 话 要 对 你 说	i have so much to tell you .
爸 爸	papa .
不	no .
不 爸 爸	no ! papa .
爸 爸 你 醒 醒	papa , come on !
在 那 儿 干 掉 他 们	over there ! take 'em down .
醒 醒 爸 爸 醒 醒	come on . papa . come on .
琴 我 们 得 走 了 快 来	jyn , we gotta go . come on .
不 行	i ca n't leave him .
听 我 说 他 死 了	listen to me , he 's gone .
你 什 么 也 做 不 了 快 来	nothing you can do . come on .
- 我 不 能 离 开 他 - 快 来	- i ca n't leave him . - come on !
我 不 走	i ca n't .
走	move !
- 这 边 这 边 - 趴 下	- this way , this way ! - down !
快 走 快 走	come on ! come on !
干 得 漂 亮	well done .
你 也 成 起 义 军 了	you 're a rebel now .
好 了 快 点 儿	let 's go ! let 's go !
快 点 走	come on , let 's move !
快 点 儿 撤 离 基 地	come on , let 's get out of here !
快 快 快	move , move , move !
好 了 K-2 赶 快 起 飞	okay , k-2 . let 's go !
收 到 了	copy that .
收 住 离 子 推 进 器 先 飞 出 风 暴 区	ion thrusters low until we 've cleared the storm .
明 白	understood .
你 骗 了 我	you lied to me .
你 别 激 动	you 're in shock .
你 是 去 杀 我 父 亲	you went up there to kill my father .
你 知 道 你 自 己 在 说 什 么 吗	you do n't know what you 're talking about .
敢 否 认 吗	deny it .
你 现 在 有 点 情 绪 激 动 想 发 泄	you 're in shock and looking for some place to put it .
这 种 反 应 很 正 常	i 've seen it before .
你 不 敢 否 认	i bet you have .
对 吗	they know .
你 骗 了 我 们 你 为 什 么 来 这 儿 你 为 什 么 一 个 人 上 山	you lied about why we came here and you lied about why you went up alone .
老 实 说 我 完 全 有 机 会 扣 下 扳 机	i had every chance to pull the trigger ...
我 开 枪 了 吗	but did i ?
开 了 吗	did i ?
还 不 如 开 枪	you might as well have .
我 父 亲 掌 握 着 重 要 情 报	my father was living proof ...
可 你 害 了 他	and you put him at risk .
是 同 盟 的 炸 弹 炸 死 了 他	those were alliance bombs that killed him .
我 有 军 令 在 身	i had orders ...
可 是 我 却 违 抗 了 命 令	orders that i disobeyed .
你 是 不 会 明 白 这 些 的	but you would n't understand that .
你 知 道	orders ?
那 是 错 误 的 命 令	when you know they 're wrong ?
你 跟 冲 锋 队 有 什 么 区 别	you might as well be a stormtrooper .
你 懂 什 么	what do you know ?
我 们 没 权 利 挑 三 拣 四	we do n't all have the luxury of deciding ...
选 择 在 乎 什 么 不 在 乎 什 么	when and where we want to care about something .
你 才 刚 刚 知 道 起 义 军 的 真 面 目	suddenly the rebellion is real for you .
我 是 亲 身 经 历 过	some of us live it .
告 诉 你 我 参 加 战 斗 的 时 候 我 才 六 岁	i 've been in this fight since i was 6 years old .
这 世 上 不 是 只 有 你 失 去 了 一 切	you 're not the only one who lost everything .
我 们 决 定 了 一 定 要 改 变 这 个 世 界	some of us just decided to do something about it .
这 根 本 不 是 什 么 理 由	you ca n't talk your way around this .
我 需 要 理 由	i do n't have to .
回 雅 文 四 号	yavin 4 .
确 认 他 们 知 道 我 们 开 着 偷 来 的 船	make sure they know we 're coming in with a stolen ship .
谁 还 有 问 题	anybody else ?
大 人 科 伦 尼 克 总 监	my lord , director krennic ...
已 经 到 了	has arrived .
科 伦 尼 克 总 监	director krennic .
维 德 大 人	lord vader .
你 似 乎 有 点 紧 张	you seem unsettled .
不	no ...
只 是 日 程 紧 张	just pressed for time .
公 务 有 些 繁 忙	there 's a great many things to attend to .
抱 歉 打 断 你	my apologies .
你 的 确 有 很 多 问 题 需 要 解 释	you do have a great many things to explain .
我 按 照 皇 帝 的 要 求 交 付 了 武 器	i delivered the weapon the emperor requested .
应 该 应 该 给 我 一 个 机 会	i deserve an audience ...
确 保 皇 帝 陛 下 清 楚 地 了 解 其 全 部 的	to make certain that he understands its remarkable ...
威 力	potential .
难 道 这 武 器 制 造 麻 烦 的 威 力 还 不 够 大 吗	its power to create problems has certainly been confirmed .
一 座 城 市 被 毁	a city destroyed ...
一 座 帝 国 基 地 遭 到 袭 击	an imperial facility openly attacked .
这 些 都 是 塔 金 总 督 建 议 试 验 的	it was governor tarkin that suggested the test .
我 不 想 听 你 摇 尾 乞 怜 科 伦 尼 克 总 监	you were not summoned here to grovel , director krennic .
可 可 是 我	no ...
根 本 就 没 有 什 么 死 星	there is no death star .
我 们 已 经 通 知 参 议 院	the senate has been informed ...
杰 达 完 全 毁 于 采 矿 事 故	that jedha was destroyed in a mining disaster .
是 的 大 人	yes , my lord .
我 希 望 你 恪 尽 职 守 尽 快 向 皇 帝 证 明	i expect you not to rest until you can assure the emperor ...
盖 伦 · 厄 索 没 有 以 任 何 方 式	that galen erso has not compromised
暗 中 破 坏 这 座 武 器	this weapon in any way .
那 我 还 拥 有 指 挥 权 吗	so i 'm still in command ?
您 会 向 皇 帝 说 明 这 些 吗	you 'll speak to the emperor about ...
记 住 不 要 被 野 心 卡 住 喉 咙	be careful not to choke on your aspirations ,
科 伦 尼 克 总 监	director .
我 们 必 须 解 散 舰 队	we must scatter the fleet .
投 降 是 唯 一 的 出 路	we have no recourse but to surrender .
难 道 我 们 费 尽 心 血 建 立 的 一 切	are we really talking about disbanding something ...
就 这 么 付 之 东 流 了 吗	that we 've worked so hard to create ?
我 们 不 能 这 么 屈 服	we ca n't just give in !
我 们 加 入 的 是 同 盟 不 是 自 杀 社 团	we joined an alliance , not a suicide pact .
我 们 刚 把 部 队 都 集 结 起 来	we 've only now managed to gather our forces .
集 结 部 队	gather our forces ?
但 瑞 文 将 军 已 经 炸 翻 了 一 座 帝 国 基 地 了	general draven 's already blown up an imperial base .
我 必 须 当 机 立 断	a decision needed to be made !
如 果 想 发 动 战 争	if it 's war you want ...
你 自 己 去 吧	you 'll fight alone .
既 然 如 此 又 何 必 建 立 同 盟 呢	if that 's how it 's going , why have an alliance at all ?
如 果 她 说 的 是 真 的 我 们 必 须 立 即 采 取 行 动	if she 's telling the truth , we need to act now !
请 保 持 冷 静	councilors , please .
很 简 单	it is simple .
目 前 帝 国 有 大 规 模 杀 伤 性 武 器	the empire has the means of mass destruction ...
而 起 义 军 没 有	the rebellion does not .
什 么 死 星 这 不 可 能	a death star . this is nonsense .
我 父 亲 有 什 么 理 由 说 谎	what reason would my father have to lie ?
这 对 他 有 什 么 好 处	what benefit would it bring him ?
这 是 想 引 诱 我 们 进 行 决 战	to lure our forces into a final battle
然 后 把 我 们 一 举 歼 灭	to destroy us once and for all .
如 此 冒 险 根 据 是 什 么	risk everything ? based on what ?
一 个 罪 犯 的 证 词	the testimony of a criminal ?
就 凭 她 的 父 亲 一 个 帝 国 科 学 家 的 临 终 遗 言	the dying words of her father , an imperial scientist ?
别 忘 了 还 有 帝 国 飞 行 员	but do n't forget the imperial pilot .
我 父 亲 牺 牲 自 己 是 好 让 我 们 有 机 会 获 胜	my father gave his life so that we may have a chance to defeat this .
这 是 你 的 说 法	so you 've told us .
如 果 帝 国 有 强 大 的 武 力	if the empire has this kind of power ,
我 们 还 有 什 么 机 会	what chance do we have ?
我 们 还 有 什 么 机 会	what chance do we have ?
应 该 问 我 们 还 有 什 么 选 择	the question is " what choice . "
逃 跑 躲 起 来	run , hide ...
祈 求 宽 恕 解 散 军 队	plead for mercy , scatter your forces .
如 果 你 们 屈 服 于 如 此 邪 恶 如 此 强 大 的 敌 人	you give way to an enemy this evil with this much power ...
银 河 系 将 会 陷 入 永 无 止 境 的 压 迫	and you condemn the galaxy to an eternity of submission .
- 此 时 不 战 更 待 何 时 - 对	- the time to fight is now ! - yes .
现 在 每 浪 费 一 秒	every moment you waste
